id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes
4522MPCSMN,2025-04-26,2025-04-26,Advance Retail Sales: Department Stores,1992-02-01,2025-03-01,Monthly,M,Percent Change from Preceding Period,% Chg. from Preceding Period,Not Seasonally Adjusted,NSA,2025-04-25 16:00:02-05:00,0,0,
