realtime_start,realtime_end,date,value
2025-04-10,2025-04-10,1962-12-01,46.700
2025-04-10,2025-04-10,1963-01-01,46.400
2025-04-10,2025-04-10,1963-02-01,46.500
2025-04-10,2025-04-10,1963-03-01,46.600
2025-04-10,2025-04-10,1963-04-01,46.700
2025-04-10,2025-04-10,1963-05-01,46.600
2025-04-10,2025-04-10,1963-06-01,46.700
2025-04-10,2025-04-10,1963-07-01,46.700
2025-04-10,2025-04-10,1963-08-01,46.800
2025-04-10,2025-04-10,1963-09-01,47.200
2025-04-10,2025-04-10,1963-10-01,47.400
2025-04-10,2025-04-10,1963-11-01,47.500
2025-04-10,2025-04-10,1963-12-01,47.500
2025-04-10,2025-04-10,1964-01-01,47.000
2025-04-10,2025-04-10,1964-02-01,47.000
2025-04-10,2025-04-10,1964-03-01,47.100
2025-04-10,2025-04-10,1964-04-01,47.200
2025-04-10,2025-04-10,1964-05-01,47.300
2025-04-10,2025-04-10,1964-06-01,47.300
2025-04-10,2025-04-10,1964-07-01,47.200
2025-04-10,2025-04-10,1964-08-01,47.100
2025-04-10,2025-04-10,1964-09-01,47.400
2025-04-10,2025-04-10,1964-10-01,47.500
2025-04-10,2025-04-10,1964-11-01,47.600
2025-04-10,2025-04-10,1964-12-01,47.700
2025-04-10,2025-04-10,1965-01-01,47.200
2025-04-10,2025-04-10,1965-02-01,47.300
2025-04-10,2025-04-10,1965-03-01,47.400
2025-04-10,2025-04-10,1965-04-01,47.500
2025-04-10,2025-04-10,1965-05-01,47.800
2025-04-10,2025-04-10,1965-06-01,47.800
2025-04-10,2025-04-10,1965-07-01,47.500
2025-04-10,2025-04-10,1965-08-01,47.600
2025-04-10,2025-04-10,1965-09-01,47.900
2025-04-10,2025-04-10,1965-10-01,48.200
2025-04-10,2025-04-10,1965-11-01,48.300
2025-04-10,2025-04-10,1965-12-01,48.300
2025-04-10,2025-04-10,1966-01-01,48.000
2025-04-10,2025-04-10,1966-02-01,48.100
2025-04-10,2025-04-10,1966-03-01,48.400
2025-04-10,2025-04-10,1966-04-01,48.600
2025-04-10,2025-04-10,1966-05-01,48.900
2025-04-10,2025-04-10,1966-06-01,48.900
2025-04-10,2025-04-10,1966-07-01,48.800
2025-04-10,2025-04-10,1966-08-01,48.800
2025-04-10,2025-04-10,1966-09-01,49.500
2025-04-10,2025-04-10,1966-10-01,49.900
2025-04-10,2025-04-10,1966-11-01,50.100
2025-04-10,2025-04-10,1966-12-01,50.200
2025-04-10,2025-04-10,1967-01-01,49.800
2025-04-10,2025-04-10,1967-02-01,50.100
2025-04-10,2025-04-10,1967-03-01,50.400
2025-04-10,2025-04-10,1967-04-01,50.500
2025-04-10,2025-04-10,1967-05-01,50.900
2025-04-10,2025-04-10,1967-06-01,50.900
2025-04-10,2025-04-10,1967-07-01,50.800
2025-04-10,2025-04-10,1967-08-01,50.900
2025-04-10,2025-04-10,1967-09-01,51.500
2025-04-10,2025-04-10,1967-10-01,51.900
2025-04-10,2025-04-10,1967-11-01,52.200
2025-04-10,2025-04-10,1967-12-01,52.300
2025-04-10,2025-04-10,1968-01-01,51.800
2025-04-10,2025-04-10,1968-02-01,52.200
2025-04-10,2025-04-10,1968-03-01,52.600
2025-04-10,2025-04-10,1968-04-01,53.000
2025-04-10,2025-04-10,1968-05-01,53.400
2025-04-10,2025-04-10,1968-06-01,53.600
2025-04-10,2025-04-10,1968-07-01,53.500
2025-04-10,2025-04-10,1968-08-01,53.800
2025-04-10,2025-04-10,1968-09-01,54.700
2025-04-10,2025-04-10,1968-10-01,55.200
2025-04-10,2025-04-10,1968-11-01,55.500
2025-04-10,2025-04-10,1968-12-01,55.600
2025-04-10,2025-04-10,1969-01-01,55.200
2025-04-10,2025-04-10,1969-02-01,55.400
2025-04-10,2025-04-10,1969-03-01,55.900
2025-04-10,2025-04-10,1969-04-01,56.200
2025-04-10,2025-04-10,1969-05-01,56.600
2025-04-10,2025-04-10,1969-06-01,56.800
2025-04-10,2025-04-10,1969-07-01,56.700
2025-04-10,2025-04-10,1969-08-01,56.600
2025-04-10,2025-04-10,1969-09-01,57.600
2025-04-10,2025-04-10,1969-10-01,58.100
2025-04-10,2025-04-10,1969-11-01,58.400
2025-04-10,2025-04-10,1969-12-01,58.500
2025-04-10,2025-04-10,1970-01-01,57.800
2025-04-10,2025-04-10,1970-02-01,58.100
2025-04-10,2025-04-10,1970-03-01,58.400
2025-04-10,2025-04-10,1970-04-01,58.600
2025-04-10,2025-04-10,1970-05-01,59.000
2025-04-10,2025-04-10,1970-06-01,59.100
2025-04-10,2025-04-10,1970-07-01,58.800
2025-04-10,2025-04-10,1970-08-01,58.800
2025-04-10,2025-04-10,1970-09-01,59.700
2025-04-10,2025-04-10,1970-10-01,60.300
2025-04-10,2025-04-10,1970-11-01,60.700
2025-04-10,2025-04-10,1970-12-01,60.800
2025-04-10,2025-04-10,1971-01-01,60.000
2025-04-10,2025-04-10,1971-02-01,60.200
2025-04-10,2025-04-10,1971-03-01,60.500
2025-04-10,2025-04-10,1971-04-01,60.700
2025-04-10,2025-04-10,1971-05-01,61.300
2025-04-10,2025-04-10,1971-06-01,61.200
2025-04-10,2025-04-10,1971-07-01,60.800
2025-04-10,2025-04-10,1971-08-01,60.700
2025-04-10,2025-04-10,1971-09-01,61.500
2025-04-10,2025-04-10,1971-10-01,62.000
2025-04-10,2025-04-10,1971-11-01,62.100
2025-04-10,2025-04-10,1971-12-01,62.100
2025-04-10,2025-04-10,1972-01-01,61.300
2025-04-10,2025-04-10,1972-02-01,61.500
2025-04-10,2025-04-10,1972-03-01,61.800
2025-04-10,2025-04-10,1972-04-01,62.100
2025-04-10,2025-04-10,1972-05-01,62.500
2025-04-10,2025-04-10,1972-06-01,62.200
2025-04-10,2025-04-10,1972-07-01,61.700
2025-04-10,2025-04-10,1972-08-01,61.600
2025-04-10,2025-04-10,1972-09-01,62.800
2025-04-10,2025-04-10,1972-10-01,63.400
2025-04-10,2025-04-10,1972-11-01,63.700
2025-04-10,2025-04-10,1972-12-01,63.700
2025-04-10,2025-04-10,1973-01-01,62.700
2025-04-10,2025-04-10,1973-02-01,63.000
2025-04-10,2025-04-10,1973-03-01,63.600
2025-04-10,2025-04-10,1973-04-01,64.100
2025-04-10,2025-04-10,1973-05-01,64.600
2025-04-10,2025-04-10,1973-06-01,64.600
2025-04-10,2025-04-10,1973-07-01,64.100
2025-04-10,2025-04-10,1973-08-01,64.500
2025-04-10,2025-04-10,1973-09-01,65.400
2025-04-10,2025-04-10,1973-10-01,66.100
2025-04-10,2025-04-10,1973-11-01,66.500
2025-04-10,2025-04-10,1973-12-01,66.500
2025-04-10,2025-04-10,1974-01-01,65.700
2025-04-10,2025-04-10,1974-02-01,66.500
2025-04-10,2025-04-10,1974-03-01,67.400
2025-04-10,2025-04-10,1974-04-01,68.100
2025-04-10,2025-04-10,1974-05-01,68.800
2025-04-10,2025-04-10,1974-06-01,69.200
2025-04-10,2025-04-10,1974-07-01,69.000
2025-04-10,2025-04-10,1974-08-01,70.400
2025-04-10,2025-04-10,1974-09-01,71.300
2025-04-10,2025-04-10,1974-10-01,71.900
2025-04-10,2025-04-10,1974-11-01,72.600
2025-04-10,2025-04-10,1974-12-01,72.300
2025-04-10,2025-04-10,1975-01-01,71.100
2025-04-10,2025-04-10,1975-02-01,71.500
2025-04-10,2025-04-10,1975-03-01,71.800
2025-04-10,2025-04-10,1975-04-01,72.000
2025-04-10,2025-04-10,1975-05-01,72.300
2025-04-10,2025-04-10,1975-06-01,72.100
2025-04-10,2025-04-10,1975-07-01,71.900
2025-04-10,2025-04-10,1975-08-01,72.500
2025-04-10,2025-04-10,1975-09-01,73.200
2025-04-10,2025-04-10,1975-10-01,73.700
2025-04-10,2025-04-10,1975-11-01,74.200
2025-04-10,2025-04-10,1975-12-01,74.000
2025-04-10,2025-04-10,1976-01-01,73.100
2025-04-10,2025-04-10,1976-02-01,73.400
2025-04-10,2025-04-10,1976-03-01,73.900
2025-04-10,2025-04-10,1976-04-01,74.300
2025-04-10,2025-04-10,1976-05-01,74.800
2025-04-10,2025-04-10,1976-06-01,74.900
2025-04-10,2025-04-10,1976-07-01,74.700
2025-04-10,2025-04-10,1976-08-01,75.500
2025-04-10,2025-04-10,1976-09-01,76.600
2025-04-10,2025-04-10,1976-10-01,76.900
2025-04-10,2025-04-10,1976-11-01,77.400
2025-04-10,2025-04-10,1976-12-01,77.400
2025-04-10,2025-04-10,1977-01-01,76.500
2025-04-10,2025-04-10,1977-02-01,76.900
2025-04-10,2025-04-10,1977-03-01,77.300
2025-04-10,2025-04-10,1977-04-01,77.600
2025-04-10,2025-04-10,1977-05-01,78.200
2025-04-10,2025-04-10,1977-06-01,78.500
2025-04-10,2025-04-10,1977-07-01,78.200
2025-04-10,2025-04-10,1977-08-01,78.900
2025-04-10,2025-04-10,1977-09-01,79.600
2025-04-10,2025-04-10,1977-10-01,80.100
2025-04-10,2025-04-10,1977-11-01,80.800
2025-04-10,2025-04-10,1977-12-01,80.700
2025-04-10,2025-04-10,1978-01-01,79.400
2025-04-10,2025-04-10,1978-02-01,78.800
2025-04-10,2025-04-10,1978-03-01,79.800
2025-04-10,2025-04-10,1978-04-01,80.800
2025-04-10,2025-04-10,1978-05-01,81.500
2025-04-10,2025-04-10,1978-06-01,81.500
2025-04-10,2025-04-10,1978-07-01,80.500
2025-04-10,2025-04-10,1978-08-01,81.400
2025-04-10,2025-04-10,1978-09-01,82.500
2025-04-10,2025-04-10,1978-10-01,83.300
2025-04-10,2025-04-10,1978-11-01,83.700
2025-04-10,2025-04-10,1978-12-01,83.200
2025-04-10,2025-04-10,1979-01-01,81.900
2025-04-10,2025-04-10,1979-02-01,82.300
2025-04-10,2025-04-10,1979-03-01,83.800
2025-04-10,2025-04-10,1979-04-01,84.300
2025-04-10,2025-04-10,1979-05-01,84.700
2025-04-10,2025-04-10,1979-06-01,84.500
2025-04-10,2025-04-10,1979-07-01,83.800
2025-04-10,2025-04-10,1979-08-01,84.800
2025-04-10,2025-04-10,1979-09-01,86.600
2025-04-10,2025-04-10,1979-10-01,87.200
2025-04-10,2025-04-10,1979-11-01,87.500
2025-04-10,2025-04-10,1979-12-01,87.800
2025-04-10,2025-04-10,1980-01-01,87.200
2025-04-10,2025-04-10,1980-02-01,87.600
2025-04-10,2025-04-10,1980-03-01,89.700
2025-04-10,2025-04-10,1980-04-01,90.400
2025-04-10,2025-04-10,1980-05-01,90.500
2025-04-10,2025-04-10,1980-06-01,90.300
2025-04-10,2025-04-10,1980-07-01,89.800
2025-04-10,2025-04-10,1980-08-01,91.100
2025-04-10,2025-04-10,1980-09-01,92.900
2025-04-10,2025-04-10,1980-10-01,93.800
2025-04-10,2025-04-10,1980-11-01,94.200
2025-04-10,2025-04-10,1980-12-01,93.800
2025-04-10,2025-04-10,1981-01-01,92.300
2025-04-10,2025-04-10,1981-02-01,92.800
2025-04-10,2025-04-10,1981-03-01,94.400
2025-04-10,2025-04-10,1981-04-01,95.000
2025-04-10,2025-04-10,1981-05-01,95.000
2025-04-10,2025-04-10,1981-06-01,94.700
2025-04-10,2025-04-10,1981-07-01,94.200
2025-04-10,2025-04-10,1981-08-01,95.500
2025-04-10,2025-04-10,1981-09-01,97.200
2025-04-10,2025-04-10,1981-10-01,97.600
2025-04-10,2025-04-10,1981-11-01,97.500
2025-04-10,2025-04-10,1981-12-01,97.100
2025-04-10,2025-04-10,1982-01-01,95.500
2025-04-10,2025-04-10,1982-02-01,95.800
2025-04-10,2025-04-10,1982-03-01,97.400
2025-04-10,2025-04-10,1982-04-01,97.800
2025-04-10,2025-04-10,1982-05-01,97.600
2025-04-10,2025-04-10,1982-06-01,97.300
2025-04-10,2025-04-10,1982-07-01,96.700
2025-04-10,2025-04-10,1982-08-01,97.800
2025-04-10,2025-04-10,1982-09-01,99.400
2025-04-10,2025-04-10,1982-10-01,99.700
2025-04-10,2025-04-10,1982-11-01,99.600
2025-04-10,2025-04-10,1982-12-01,98.700
2025-04-10,2025-04-10,1983-01-01,97.400
2025-04-10,2025-04-10,1983-02-01,97.900
2025-04-10,2025-04-10,1983-03-01,99.200
2025-04-10,2025-04-10,1983-04-01,99.700
2025-04-10,2025-04-10,1983-05-01,100.000
2025-04-10,2025-04-10,1983-06-01,99.700
2025-04-10,2025-04-10,1983-07-01,99.400
2025-04-10,2025-04-10,1983-08-01,100.600
2025-04-10,2025-04-10,1983-09-01,102.200
2025-04-10,2025-04-10,1983-10-01,102.300
2025-04-10,2025-04-10,1983-11-01,102.300
2025-04-10,2025-04-10,1983-12-01,101.600
2025-04-10,2025-04-10,1984-01-01,100.100
2025-04-10,2025-04-10,1984-02-01,100.000
2025-04-10,2025-04-10,1984-03-01,101.300
2025-04-10,2025-04-10,1984-04-01,101.600
2025-04-10,2025-04-10,1984-05-01,101.400
2025-04-10,2025-04-10,1984-06-01,100.600
2025-04-10,2025-04-10,1984-07-01,100.200
2025-04-10,2025-04-10,1984-08-01,102.000
2025-04-10,2025-04-10,1984-09-01,104.100
2025-04-10,2025-04-10,1984-10-01,104.900
2025-04-10,2025-04-10,1984-11-01,104.600
2025-04-10,2025-04-10,1984-12-01,103.600
2025-04-10,2025-04-10,1985-01-01,101.900
2025-04-10,2025-04-10,1985-02-01,102.900
2025-04-10,2025-04-10,1985-03-01,104.700
2025-04-10,2025-04-10,1985-04-01,105.000
2025-04-10,2025-04-10,1985-05-01,104.700
2025-04-10,2025-04-10,1985-06-01,104.300
2025-04-10,2025-04-10,1985-07-01,103.400
2025-04-10,2025-04-10,1985-08-01,104.700
2025-04-10,2025-04-10,1985-09-01,106.900
2025-04-10,2025-04-10,1985-10-01,107.600
2025-04-10,2025-04-10,1985-11-01,107.700
2025-04-10,2025-04-10,1985-12-01,106.500
2025-04-10,2025-04-10,1986-01-01,104.500
2025-04-10,2025-04-10,1986-02-01,104.100
2025-04-10,2025-04-10,1986-03-01,105.200
2025-04-10,2025-04-10,1986-04-01,105.700
2025-04-10,2025-04-10,1986-05-01,105.200
2025-04-10,2025-04-10,1986-06-01,104.300
2025-04-10,2025-04-10,1986-07-01,103.600
2025-04-10,2025-04-10,1986-08-01,105.500
2025-04-10,2025-04-10,1986-09-01,108.100
2025-04-10,2025-04-10,1986-10-01,108.700
2025-04-10,2025-04-10,1986-11-01,108.600
2025-04-10,2025-04-10,1986-12-01,107.500
2025-04-10,2025-04-10,1987-01-01,105.600
2025-04-10,2025-04-10,1987-02-01,106.200
2025-04-10,2025-04-10,1987-03-01,109.700
2025-04-10,2025-04-10,1987-04-01,111.500
2025-04-10,2025-04-10,1987-05-01,111.100
2025-04-10,2025-04-10,1987-06-01,109.300
2025-04-10,2025-04-10,1987-07-01,107.300
2025-04-10,2025-04-10,1987-08-01,109.400
2025-04-10,2025-04-10,1987-09-01,113.300
2025-04-10,2025-04-10,1987-10-01,115.400
2025-04-10,2025-04-10,1987-11-01,115.400
2025-04-10,2025-04-10,1987-12-01,112.700
2025-04-10,2025-04-10,1988-01-01,110.400
2025-04-10,2025-04-10,1988-02-01,110.200
2025-04-10,2025-04-10,1988-03-01,114.300
2025-04-10,2025-04-10,1988-04-01,117.000
2025-04-10,2025-04-10,1988-05-01,116.300
2025-04-10,2025-04-10,1988-06-01,114.600
2025-04-10,2025-04-10,1988-07-01,112.700
2025-04-10,2025-04-10,1988-08-01,112.600
2025-04-10,2025-04-10,1988-09-01,117.800
2025-04-10,2025-04-10,1988-10-01,120.700
2025-04-10,2025-04-10,1988-11-01,119.900
2025-04-10,2025-04-10,1988-12-01,118.000
2025-04-10,2025-04-10,1989-01-01,115.300
2025-04-10,2025-04-10,1989-02-01,115.300
2025-04-10,2025-04-10,1989-03-01,119.300
2025-04-10,2025-04-10,1989-04-01,120.900
2025-04-10,2025-04-10,1989-05-01,120.400
2025-04-10,2025-04-10,1989-06-01,117.800
2025-04-10,2025-04-10,1989-07-01,115.000
2025-04-10,2025-04-10,1989-08-01,115.000
2025-04-10,2025-04-10,1989-09-01,120.000
2025-04-10,2025-04-10,1989-10-01,122.700
2025-04-10,2025-04-10,1989-11-01,122.100
2025-04-10,2025-04-10,1989-12-01,119.200
2025-04-10,2025-04-10,1990-01-01,116.700
2025-04-10,2025-04-10,1990-02-01,120.400
2025-04-10,2025-04-10,1990-03-01,125.400
2025-04-10,2025-04-10,1990-04-01,126.700
2025-04-10,2025-04-10,1990-05-01,125.500
2025-04-10,2025-04-10,1990-06-01,123.300
2025-04-10,2025-04-10,1990-07-01,120.800
2025-04-10,2025-04-10,1990-08-01,122.200
2025-04-10,2025-04-10,1990-09-01,126.800
2025-04-10,2025-04-10,1990-10-01,128.400
2025-04-10,2025-04-10,1990-11-01,127.500
2025-04-10,2025-04-10,1990-12-01,125.300
2025-04-10,2025-04-10,1991-01-01,123.800
2025-04-10,2025-04-10,1991-02-01,126.200
2025-04-10,2025-04-10,1991-03-01,128.800
2025-04-10,2025-04-10,1991-04-01,130.100
2025-04-10,2025-04-10,1991-05-01,129.400
2025-04-10,2025-04-10,1991-06-01,126.900
2025-04-10,2025-04-10,1991-07-01,125.200
2025-04-10,2025-04-10,1991-08-01,127.600
2025-04-10,2025-04-10,1991-09-01,131.300
2025-04-10,2025-04-10,1991-10-01,132.700
2025-04-10,2025-04-10,1991-11-01,132.900
2025-04-10,2025-04-10,1991-12-01,129.600
2025-04-10,2025-04-10,1992-01-01,127.900
2025-04-10,2025-04-10,1992-02-01,130.200
2025-04-10,2025-04-10,1992-03-01,133.400
2025-04-10,2025-04-10,1992-04-01,133.300
2025-04-10,2025-04-10,1992-05-01,133.100
2025-04-10,2025-04-10,1992-06-01,131.000
2025-04-10,2025-04-10,1992-07-01,129.200
2025-04-10,2025-04-10,1992-08-01,130.200
2025-04-10,2025-04-10,1992-09-01,133.300
2025-04-10,2025-04-10,1992-10-01,135.000
2025-04-10,2025-04-10,1992-11-01,134.500
2025-04-10,2025-04-10,1992-12-01,131.400
2025-04-10,2025-04-10,1993-01-01,129.700
2025-04-10,2025-04-10,1993-02-01,133.400
2025-04-10,2025-04-10,1993-03-01,136.200
2025-04-10,2025-04-10,1993-04-01,136.900
2025-04-10,2025-04-10,1993-05-01,135.000
2025-04-10,2025-04-10,1993-06-01,131.900
2025-04-10,2025-04-10,1993-07-01,129.400
2025-04-10,2025-04-10,1993-08-01,131.900
2025-04-10,2025-04-10,1993-09-01,134.600
2025-04-10,2025-04-10,1993-10-01,136.100
2025-04-10,2025-04-10,1993-11-01,136.200
2025-04-10,2025-04-10,1993-12-01,132.600
2025-04-10,2025-04-10,1994-01-01,130.400
2025-04-10,2025-04-10,1994-02-01,132.400
2025-04-10,2025-04-10,1994-03-01,136.100
2025-04-10,2025-04-10,1994-04-01,136.400
2025-04-10,2025-04-10,1994-05-01,135.600
2025-04-10,2025-04-10,1994-06-01,133.800
2025-04-10,2025-04-10,1994-07-01,130.900
2025-04-10,2025-04-10,1994-08-01,131.100
2025-04-10,2025-04-10,1994-09-01,134.200
2025-04-10,2025-04-10,1994-10-01,135.200
2025-04-10,2025-04-10,1994-11-01,134.200
2025-04-10,2025-04-10,1994-12-01,130.500
2025-04-10,2025-04-10,1995-01-01,129.400
2025-04-10,2025-04-10,1995-02-01,131.100
2025-04-10,2025-04-10,1995-03-01,134.400
2025-04-10,2025-04-10,1995-04-01,134.800
2025-04-10,2025-04-10,1995-05-01,133.400
2025-04-10,2025-04-10,1995-06-01,130.500
2025-04-10,2025-04-10,1995-07-01,128.300
2025-04-10,2025-04-10,1995-08-01,130.100
2025-04-10,2025-04-10,1995-09-01,132.700
2025-04-10,2025-04-10,1995-10-01,134.500
2025-04-10,2025-04-10,1995-11-01,133.700
2025-04-10,2025-04-10,1995-12-01,130.600
2025-04-10,2025-04-10,1996-01-01,130.000
2025-04-10,2025-04-10,1996-02-01,131.200
2025-04-10,2025-04-10,1996-03-01,134.800
2025-04-10,2025-04-10,1996-04-01,134.900
2025-04-10,2025-04-10,1996-05-01,133.700
2025-04-10,2025-04-10,1996-06-01,130.800
2025-04-10,2025-04-10,1996-07-01,128.300
2025-04-10,2025-04-10,1996-08-01,128.100
2025-04-10,2025-04-10,1996-09-01,131.500
2025-04-10,2025-04-10,1996-10-01,133.400
2025-04-10,2025-04-10,1996-11-01,133.400
2025-04-10,2025-04-10,1996-12-01,130.300
2025-04-10,2025-04-10,1997-01-01,129.600
2025-04-10,2025-04-10,1997-02-01,131.900
2025-04-10,2025-04-10,1997-03-01,134.500
2025-04-10,2025-04-10,1997-04-01,136.100
2025-04-10,2025-04-10,1997-05-01,135.300
2025-04-10,2025-04-10,1997-06-01,132.400
2025-04-10,2025-04-10,1997-07-01,130.200
2025-04-10,2025-04-10,1997-08-01,130.000
2025-04-10,2025-04-10,1997-09-01,133.000
2025-04-10,2025-04-10,1997-10-01,134.900
2025-04-10,2025-04-10,1997-11-01,134.700
2025-04-10,2025-04-10,1997-12-01,131.600
2025-04-10,2025-04-10,1998-01-01,129.800
2025-04-10,2025-04-10,1998-02-01,131.900
2025-04-10,2025-04-10,1998-03-01,134.900
2025-04-10,2025-04-10,1998-04-01,135.800
2025-04-10,2025-04-10,1998-05-01,135.300
2025-04-10,2025-04-10,1998-06-01,132.500
2025-04-10,2025-04-10,1998-07-01,129.600
2025-04-10,2025-04-10,1998-08-01,131.600
2025-04-10,2025-04-10,1998-09-01,133.600
2025-04-10,2025-04-10,1998-10-01,135.600
2025-04-10,2025-04-10,1998-11-01,135.000
2025-04-10,2025-04-10,1998-12-01,130.700
2025-04-10,2025-04-10,1999-01-01,127.900
2025-04-10,2025-04-10,1999-02-01,129.700
2025-04-10,2025-04-10,1999-03-01,132.700
2025-04-10,2025-04-10,1999-04-01,135.200
2025-04-10,2025-04-10,1999-05-01,134.200
2025-04-10,2025-04-10,1999-06-01,130.900
2025-04-10,2025-04-10,1999-07-01,127.300
2025-04-10,2025-04-10,1999-08-01,127.500
2025-04-10,2025-04-10,1999-09-01,131.800
2025-04-10,2025-04-10,1999-10-01,134.600
2025-04-10,2025-04-10,1999-11-01,133.600
2025-04-10,2025-04-10,1999-12-01,130.100
2025-04-10,2025-04-10,2000-01-01,126.800
2025-04-10,2025-04-10,2000-02-01,129.200
2025-04-10,2025-04-10,2000-03-01,132.500
2025-04-10,2025-04-10,2000-04-01,133.300
2025-04-10,2025-04-10,2000-05-01,132.200
2025-04-10,2025-04-10,2000-06-01,128.300
2025-04-10,2025-04-10,2000-07-01,124.500
2025-04-10,2025-04-10,2000-08-01,125.300
2025-04-10,2025-04-10,2000-09-01,130.400
2025-04-10,2025-04-10,2000-10-01,132.800
2025-04-10,2025-04-10,2000-11-01,131.800
2025-04-10,2025-04-10,2000-12-01,127.800
2025-04-10,2025-04-10,2001-01-01,125.400
2025-04-10,2025-04-10,2001-02-01,128.400
2025-04-10,2025-04-10,2001-03-01,132.200
2025-04-10,2025-04-10,2001-04-01,131.900
2025-04-10,2025-04-10,2001-05-01,129.800
2025-04-10,2025-04-10,2001-06-01,126.300
2025-04-10,2025-04-10,2001-07-01,122.600
2025-04-10,2025-04-10,2001-08-01,122.600
2025-04-10,2025-04-10,2001-09-01,126.800
2025-04-10,2025-04-10,2001-10-01,129.500
2025-04-10,2025-04-10,2001-11-01,128.000
2025-04-10,2025-04-10,2001-12-01,123.700
2025-04-10,2025-04-10,2002-01-01,120.400
2025-04-10,2025-04-10,2002-02-01,123.500
2025-04-10,2025-04-10,2002-03-01,128.200
2025-04-10,2025-04-10,2002-04-01,128.800
2025-04-10,2025-04-10,2002-05-01,127.100
2025-04-10,2025-04-10,2002-06-01,122.700
2025-04-10,2025-04-10,2002-07-01,118.700
2025-04-10,2025-04-10,2002-08-01,120.500
2025-04-10,2025-04-10,2002-09-01,124.600
2025-04-10,2025-04-10,2002-10-01,126.800
2025-04-10,2025-04-10,2002-11-01,125.500
2025-04-10,2025-04-10,2002-12-01,121.500
2025-04-10,2025-04-10,2003-01-01,118.100
2025-04-10,2025-04-10,2003-02-01,120.600
2025-04-10,2025-04-10,2003-03-01,123.600
2025-04-10,2025-04-10,2003-04-01,123.900
2025-04-10,2025-04-10,2003-05-01,122.500
2025-04-10,2025-04-10,2003-06-01,119.500
2025-04-10,2025-04-10,2003-07-01,116.200
2025-04-10,2025-04-10,2003-08-01,117.200
2025-04-10,2025-04-10,2003-09-01,122.000
2025-04-10,2025-04-10,2003-10-01,124.800
2025-04-10,2025-04-10,2003-11-01,123.100
2025-04-10,2025-04-10,2003-12-01,119.000
2025-04-10,2025-04-10,2004-01-01,115.800
2025-04-10,2025-04-10,2004-02-01,118.600
2025-04-10,2025-04-10,2004-03-01,123.500
2025-04-10,2025-04-10,2004-04-01,124.300
2025-04-10,2025-04-10,2004-05-01,123.400
2025-04-10,2025-04-10,2004-06-01,120.100
2025-04-10,2025-04-10,2004-07-01,115.900
2025-04-10,2025-04-10,2004-08-01,116.500
2025-04-10,2025-04-10,2004-09-01,121.200
2025-04-10,2025-04-10,2004-10-01,124.100
2025-04-10,2025-04-10,2004-11-01,123.000
2025-04-10,2025-04-10,2004-12-01,118.800
2025-04-10,2025-04-10,2005-01-01,116.100
2025-04-10,2025-04-10,2005-02-01,118.700
2025-04-10,2025-04-10,2005-03-01,123.500
2025-04-10,2025-04-10,2005-04-01,123.700
2025-04-10,2025-04-10,2005-05-01,122.400
2025-04-10,2025-04-10,2005-06-01,118.300
2025-04-10,2025-04-10,2005-07-01,113.800
2025-04-10,2025-04-10,2005-08-01,115.800
2025-04-10,2025-04-10,2005-09-01,120.500
2025-04-10,2025-04-10,2005-10-01,122.700
2025-04-10,2025-04-10,2005-11-01,121.500
2025-04-10,2025-04-10,2005-12-01,117.500
2025-04-10,2025-04-10,2006-01-01,114.900
2025-04-10,2025-04-10,2006-02-01,116.600
2025-04-10,2025-04-10,2006-03-01,122.000
2025-04-10,2025-04-10,2006-04-01,123.400
2025-04-10,2025-04-10,2006-05-01,122.400
2025-04-10,2025-04-10,2006-06-01,118.900
2025-04-10,2025-04-10,2006-07-01,113.800
2025-04-10,2025-04-10,2006-08-01,116.100
2025-04-10,2025-04-10,2006-09-01,121.700
2025-04-10,2025-04-10,2006-10-01,123.300
2025-04-10,2025-04-10,2006-11-01,121.700
2025-04-10,2025-04-10,2006-12-01,118.600
2025-04-10,2025-04-10,2007-01-01,115.988
2025-04-10,2025-04-10,2007-02-01,119.017
2025-04-10,2025-04-10,2007-03-01,122.582
2025-04-10,2025-04-10,2007-04-01,122.934
2025-04-10,2025-04-10,2007-05-01,121.452
2025-04-10,2025-04-10,2007-06-01,117.225
2025-04-10,2025-04-10,2007-07-01,113.500
2025-04-10,2025-04-10,2007-08-01,114.439
2025-04-10,2025-04-10,2007-09-01,119.535
2025-04-10,2025-04-10,2007-10-01,121.846
2025-04-10,2025-04-10,2007-11-01,121.204
2025-04-10,2025-04-10,2007-12-01,118.257
2025-04-10,2025-04-10,2008-01-01,115.795
2025-04-10,2025-04-10,2008-02-01,117.839
2025-04-10,2025-04-10,2008-03-01,120.881
2025-04-10,2025-04-10,2008-04-01,122.113
2025-04-10,2025-04-10,2008-05-01,120.752
2025-04-10,2025-04-10,2008-06-01,117.019
2025-04-10,2025-04-10,2008-07-01,114.357
2025-04-10,2025-04-10,2008-08-01,116.376
2025-04-10,2025-04-10,2008-09-01,121.168
2025-04-10,2025-04-10,2008-10-01,122.243
2025-04-10,2025-04-10,2008-11-01,121.262
2025-04-10,2025-04-10,2008-12-01,117.078
2025-04-10,2025-04-10,2009-01-01,114.764
2025-04-10,2025-04-10,2009-02-01,118.825
2025-04-10,2025-04-10,2009-03-01,122.545
2025-04-10,2025-04-10,2009-04-01,123.208
2025-04-10,2025-04-10,2009-05-01,121.751
2025-04-10,2025-04-10,2009-06-01,118.799
